satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Loyal Customer,48,Personal Travel,Eco Plus,1792,1,1,2,4,4,4,1,4,2,4,2,4,12,22.0
satisfied,Loyal Customer,49,Business travel,Business,239,1,1,2,5,4,5,5,3,3,3,5,4,0,0.0
dissatisfied,disloyal Customer,49,Business travel,Business,2558,3,3,3,1,1,1,5,5,5,5,5,1,0,4.0
dissatisfied,disloyal Customer,22,Business travel,Eco,1845,2,3,4,5,5,5,3,1,3,3,4,5,0,0.0
dissatisfied,Loyal Customer,44,Business travel,Business,395,3,3,3,3,4,3,3,3,3,2,3,2,15,3.0
satisfied,Loyal Customer,60,Business travel,Business,1568,5,5,5,3,5,5,5,5,5,5,5,3,4,0.0
satisfied,Loyal Customer,39,Personal Travel,Eco Plus,1875,3,5,4,4,4,4,1,5,4,3,3,4,32,15.0
satisfied,Loyal Customer,24,Personal Travel,Eco,1628,5,5,5,2,5,4,4,5,4,5,4,1,0,0.0
dissatisfied,Loyal Customer,16,Business travel,Business,3564,2,4,2,4,4,4,2,2,3,2,4,4,36,30.0
satisfied,Loyal Customer,53,Business travel,Business,3749,3,3,3,4,3,5,5,4,5,3,4,3,1,113.0
satisfied,Loyal Customer,30,Business travel,Business,1955,0,0,1,4,1,4,3,2,5,1,3,4,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2491,3,4,3,5,5,4,4,4,4,5,4,5,6,0.0
dissatisfied,disloyal Customer,48,Business travel,Eco,2033,1,1,4,5,5,5,3,1,3,4,3,5,40,31.0
dissatisfied,Loyal Customer,10,Personal Travel,Eco,1850,5,3,3,2,2,2,3,2,4,4,4,2,51,46.0
satisfied,Loyal Customer,27,Business travel,Business,2239,1,1,1,5,5,5,4,5,4,4,4,5,38,29.0
dissatisfied,disloyal Customer,39,Business travel,Eco,1946,1,1,2,2,2,2,1,5,1,4,1,2,18,12.0
dissatisfied,Loyal Customer,65,Business travel,Business,1418,5,5,5,5,3,2,2,2,2,3,2,2,4,1.0
dissatisfied,disloyal Customer,23,Business travel,Eco,1593,3,4,4,4,4,4,1,3,3,4,4,4,0,0.0
dissatisfied,Loyal Customer,40,Personal Travel,Eco Plus,1851,2,5,2,2,1,2,4,5,1,3,1,2,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,2924,5,5,1,5,2,3,5,4,5,2,5,2,272,262.0
satisfied,disloyal Customer,27,Business travel,Business,3041,4,4,5,3,5,3,3,5,5,5,5,3,0,0.0
dissatisfied,Loyal Customer,47,Business travel,Business,3591,2,2,2,2,2,4,4,4,4,1,4,4,0,2.0
dissatisfied,disloyal Customer,41,Business travel,Eco,2581,2,2,3,5,5,5,4,4,4,1,4,5,76,66.0
dissatisfied,Loyal Customer,37,Business travel,Eco,1552,4,4,4,2,2,2,1,3,3,4,4,2,0,0.0
satisfied,Loyal Customer,19,Personal Travel,Eco Plus,1950,2,2,2,4,3,4,4,5,4,4,2,4,0,0.0
satisfied,Loyal Customer,44,Personal Travel,Eco,749,4,4,4,4,5,3,3,4,3,4,3,5,37,56.0
satisfied,Loyal Customer,57,Business travel,Business,1216,3,3,3,4,4,5,5,5,5,5,5,3,0,0.0
dissatisfied,Loyal Customer,25,Business travel,Business,2121,3,3,3,4,4,4,3,2,4,2,3,4,0,0.0
dissatisfied,disloyal Customer,34,Business travel,Business,1700,3,3,1,4,4,4,5,4,5,3,4,4,94,82.0
dissatisfied,Loyal Customer,59,Business travel,Business,1679,2,4,4,3,4,2,2,2,2,2,2,3,93,84.0
satisfied,Loyal Customer,17,Personal Travel,Eco,1366,2,5,5,4,1,5,5,5,5,2,5,5,0,0.0
satisfied,Loyal Customer,34,Business travel,Eco Plus,1654,5,5,5,5,5,5,3,2,2,2,4,5,0,0.0
dissatisfied,Loyal Customer,14,Business travel,Business,4311,2,2,2,1,1,1,4,1,3,3,3,1,32,9.0
satisfied,Loyal Customer,33,Business travel,Eco Plus,1696,1,1,1,4,4,4,1,1,5,4,3,4,12,0.0
dissatisfied,Loyal Customer,59,Business travel,Business,1216,2,2,2,5,4,4,4,4,4,3,4,1,0,15.0
satisfied,Loyal Customer,41,Business travel,Business,1667,1,1,1,4,5,5,5,5,5,3,5,5,0,0.0
dissatisfied,Loyal Customer,16,Personal Travel,Eco,1349,3,2,4,5,5,5,3,1,3,2,3,5,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,444,3,3,3,3,4,5,5,5,5,3,5,3,0,0.0
dissatisfied,disloyal Customer,23,Business travel,Eco,2081,2,2,3,1,1,1,4,3,3,3,2,1,0,0.0
satisfied,Loyal Customer,49,Personal Travel,Eco,447,5,5,1,2,4,4,4,5,4,4,4,4,0,0.0
dissatisfied,Loyal Customer,12,Business travel,Business,2877,3,3,3,2,2,2,3,4,4,2,3,2,0,16.0
satisfied,Loyal Customer,43,Business travel,Eco,305,3,3,3,2,4,4,4,4,4,3,4,2,0,0.0
satisfied,Loyal Customer,64,Personal Travel,Eco,722,5,4,4,4,4,4,3,5,4,4,4,4,0,0.0
satisfied,Loyal Customer,60,Business travel,Business,89,4,4,4,4,5,4,4,4,5,5,4,4,0,0.0
satisfied,Loyal Customer,35,Business travel,Eco,1299,2,2,2,5,5,5,2,4,2,5,1,5,0,0.0
dissatisfied,Loyal Customer,54,Personal Travel,Business,1274,4,2,4,2,4,3,3,2,3,5,3,3,43,16.0
satisfied,Loyal Customer,25,Business travel,Business,2518,4,4,4,5,5,5,4,3,5,5,5,5,0,0.0
dissatisfied,disloyal Customer,25,Business travel,Eco,2185,3,3,3,4,4,4,5,4,4,4,4,4,0,0.0
dissatisfied,Loyal Customer,50,Business travel,Business,3469,2,2,2,5,3,4,4,3,4,1,4,3,65,67.0
satisfied,Loyal Customer,55,Personal Travel,Eco,1296,2,2,2,5,5,5,5,5,5,3,5,3,0,3.0
satisfied,Loyal Customer,35,Business travel,Business,3731,1,1,1,1,2,2,2,2,2,4,2,2,0,0.0
satisfied,Loyal Customer,67,Personal Travel,Eco,82,2,2,2,4,4,4,5,4,5,4,4,4,0,0.0
dissatisfied,Loyal Customer,34,Personal Travel,Eco,2237,3,4,4,3,3,3,2,4,3,1,4,3,2,3.0
satisfied,Loyal Customer,12,Personal Travel,Eco,1884,3,3,3,3,4,2,2,2,2,3,2,3,0,0.0
dissatisfied,Loyal Customer,50,Business travel,Eco,1666,5,5,5,4,4,4,1,1,4,2,3,4,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,1617,5,5,5,4,5,4,4,4,4,3,4,4,0,0.0
satisfied,Loyal Customer,49,Business travel,Business,2002,2,3,2,4,4,5,5,5,5,3,5,4,16,5.0
dissatisfied,disloyal Customer,43,Business travel,Eco,1884,4,2,3,4,4,4,3,1,4,1,3,4,0,0.0
satisfied,Loyal Customer,26,Business travel,Business,2646,4,4,4,4,4,4,2,3,4,2,1,4,0,0.0
dissatisfied,Loyal Customer,37,Business travel,Eco Plus,1913,1,1,1,3,3,3,4,5,3,3,4,3,52,52.0
dissatisfied,disloyal Customer,29,Business travel,Eco Plus,2829,2,2,3,1,1,1,3,4,4,1,3,1,0,0.0
dissatisfied,Loyal Customer,59,Business travel,Business,1808,2,2,2,4,1,4,4,4,4,4,4,4,91,
satisfied,Loyal Customer,40,Business travel,Eco,2080,3,3,3,4,4,4,4,2,2,1,5,4,0,0.0
dissatisfied,Loyal Customer,51,Personal Travel,Eco,851,5,3,5,2,2,2,2,4,1,4,3,2,30,27.0
satisfied,Loyal Customer,34,Business travel,Business,941,5,5,5,4,2,4,4,4,4,4,4,1,10,2.0
satisfied,disloyal Customer,25,Business travel,Business,2386,0,4,2,5,5,5,5,5,4,3,4,5,0,22.0
satisfied,Loyal Customer,23,Personal Travel,Eco,2397,3,2,3,2,4,5,5,5,5,5,5,5,0,8.0
satisfied,disloyal Customer,24,Business travel,Business,1680,5,5,2,5,5,5,3,2,5,5,5,5,0,0.0
satisfied,Loyal Customer,52,Business travel,Business,2935,4,4,4,2,4,3,3,4,3,5,3,5,116,100.0
dissatisfied,Loyal Customer,26,Personal Travel,Eco Plus,3510,5,3,2,2,2,2,5,4,5,4,4,2,0,0.0
satisfied,disloyal Customer,44,Business travel,Eco,1121,0,5,4,4,4,4,2,1,5,5,4,4,5,9.0
satisfied,Loyal Customer,47,Business travel,Business,1875,4,4,4,3,5,4,4,5,4,4,4,5,2,0.0
dissatisfied,disloyal Customer,22,Business travel,Eco,2006,4,4,3,4,2,4,2,3,5,2,4,2,5,0.0
dissatisfied,disloyal Customer,29,Business travel,Eco,2037,1,2,3,2,2,2,2,3,3,4,3,2,0,0.0
dissatisfied,disloyal Customer,44,Business travel,Eco,1470,5,1,2,4,4,4,1,3,2,5,5,4,0,0.0
satisfied,disloyal Customer,25,Business travel,Business,2931,3,4,5,4,4,4,4,1,3,4,1,4,0,0.0
dissatisfied,Loyal Customer,19,Personal Travel,Eco,2169,2,1,4,5,5,5,1,4,4,1,4,5,0,0.0
dissatisfied,Loyal Customer,35,Business travel,Eco,1909,4,4,4,3,3,3,4,3,3,2,4,3,0,0.0
satisfied,Loyal Customer,45,Business travel,Eco,1674,3,3,3,4,4,4,4,1,4,4,5,4,0,0.0
satisfied,Loyal Customer,21,Personal Travel,Business,1468,2,2,2,3,5,4,4,4,4,5,4,3,0,0.0
satisfied,Loyal Customer,44,Business travel,Business,2570,3,3,3,2,5,5,5,5,5,5,5,3,12,0.0
dissatisfied,Loyal Customer,56,Personal Travel,Eco,478,2,4,3,1,4,1,1,4,1,3,1,2,0,16.0
satisfied,Loyal Customer,24,Business travel,Eco,2470,3,3,3,4,5,4,3,3,1,1,2,4,0,0.0
dissatisfied,Loyal Customer,8,Personal Travel,Eco,1601,3,5,4,1,1,1,2,2,4,2,4,1,0,13.0
satisfied,Loyal Customer,63,Personal Travel,Eco,422,2,2,2,3,5,4,4,4,4,4,4,5,14,8.0
satisfied,Loyal Customer,14,Business travel,Business,2244,2,2,2,4,4,4,3,4,4,4,5,4,0,0.0
dissatisfied,Loyal Customer,28,Personal Travel,Eco,3109,5,4,1,2,2,2,4,3,4,4,5,2,0,0.0
dissatisfied,Loyal Customer,55,Business travel,Eco,1961,3,3,3,1,1,1,4,4,3,1,4,1,92,81.0
dissatisfied,Loyal Customer,47,Business travel,Eco,954,3,3,3,1,3,4,4,4,4,2,4,2,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,672,2,2,2,2,5,4,4,4,4,5,4,5,7,0.0
satisfied,Loyal Customer,32,Business travel,Business,3158,2,2,2,5,5,4,5,4,5,5,5,5,200,203.0
satisfied,Loyal Customer,42,Business travel,Business,2291,5,5,5,5,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,1037,3,3,3,2,5,4,4,4,4,4,4,4,8,8.0
dissatisfied,Loyal Customer,12,Personal Travel,Eco,1845,4,2,2,2,2,2,3,4,4,5,4,2,0,0.0
dissatisfied,Loyal Customer,26,Personal Travel,Eco,1559,5,1,1,1,1,1,4,3,1,3,3,1,7,3.0
dissatisfied,Loyal Customer,29,Business travel,Business,1560,3,3,3,2,2,2,4,5,4,4,4,2,0,9.0
satisfied,Loyal Customer,51,Business travel,Business,3584,1,4,4,2,4,4,4,4,4,4,4,5,16,0.0
dissatisfied,Loyal Customer,55,Business travel,Business,229,3,3,3,2,4,2,2,2,4,4,2,1,0,0.0
dissatisfied,disloyal Customer,25,Business travel,Eco,2595,1,1,1,2,2,2,3,3,2,5,1,2,0,0.0
dissatisfied,disloyal Customer,25,Business travel,Business,2446,0,3,3,5,5,5,5,2,4,3,4,5,0,0.0
dissatisfied,disloyal Customer,18,Business travel,Eco,1774,5,3,2,4,4,4,3,3,4,4,5,4,0,0.0
satisfied,Loyal Customer,60,Business travel,Business,2092,4,4,4,5,4,5,5,5,5,5,5,4,0,0.0
dissatisfied,Loyal Customer,35,Personal Travel,Eco,1853,5,2,2,1,1,1,3,2,4,3,4,1,0,0.0
satisfied,Loyal Customer,35,Personal Travel,Eco,1693,5,5,5,5,5,5,1,4,5,2,3,5,0,0.0
dissatisfied,Loyal Customer,59,Personal Travel,Eco,240,5,3,4,4,5,1,1,3,1,4,1,3,1,18.0
dissatisfied,disloyal Customer,36,Business travel,Business,2139,3,3,2,3,4,3,3,4,4,3,4,3,50,44.0
dissatisfied,Loyal Customer,38,Personal Travel,Eco,2371,4,3,1,2,2,2,4,2,5,3,5,2,11,0.0
satisfied,Loyal Customer,48,Business travel,Business,2055,3,3,3,3,4,4,4,4,4,5,4,3,0,0.0
dissatisfied,disloyal Customer,39,Business travel,Business,1553,2,2,1,1,1,1,3,3,4,5,5,1,0,0.0
dissatisfied,Loyal Customer,43,Personal Travel,Eco,1287,3,0,3,3,3,3,1,4,4,2,4,3,0,0.0
dissatisfied,disloyal Customer,19,Business travel,Eco,3736,3,3,3,1,1,1,3,3,3,4,4,1,0,11.0
dissatisfied,Loyal Customer,59,Personal Travel,Eco,2321,1,2,3,2,2,2,1,4,2,3,2,2,67,53.0
satisfied,Loyal Customer,50,Personal Travel,Business,2317,5,0,2,3,5,2,2,0,5,5,2,5,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,1396,4,4,3,5,5,5,4,5,3,3,5,5,0,0.0
dissatisfied,Loyal Customer,37,Business travel,Business,1813,3,3,3,1,3,3,3,3,4,2,3,1,2,1.0
satisfied,disloyal Customer,24,Business travel,Eco,2367,4,4,3,5,5,5,5,2,5,4,5,5,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,2677,1,1,1,2,4,4,4,5,4,3,4,3,1,8.0
satisfied,Loyal Customer,42,Business travel,Business,2426,1,1,1,5,4,5,5,5,5,5,5,3,5,0.0
dissatisfied,Loyal Customer,49,Personal Travel,Eco Plus,2133,4,3,3,3,3,3,4,3,3,3,4,3,0,0.0
satisfied,Loyal Customer,52,Personal Travel,Eco,200,4,4,4,3,4,4,4,4,4,5,4,3,0,0.0
satisfied,Loyal Customer,47,Personal Travel,Eco,1109,4,4,4,2,5,4,4,4,4,5,4,4,0,0.0
dissatisfied,disloyal Customer,25,Business travel,Business,1911,4,3,1,1,1,1,4,2,5,3,4,1,0,12.0
dissatisfied,disloyal Customer,36,Business travel,Eco,2171,1,1,4,1,2,1,2,1,4,2,3,1,0,8.0
dissatisfied,disloyal Customer,30,Business travel,Eco Plus,3634,2,2,3,5,5,5,2,4,4,3,1,5,1,0.0
satisfied,Loyal Customer,38,Business travel,Eco,1511,4,4,4,5,5,5,1,4,1,2,5,5,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,3322,2,2,2,3,5,4,4,4,4,4,4,3,8,0.0
satisfied,disloyal Customer,9,Business travel,Eco,1573,4,4,3,5,5,5,2,3,5,3,1,5,0,0.0
dissatisfied,Loyal Customer,40,Business travel,Business,305,3,3,3,1,3,4,4,3,4,3,4,2,31,22.0
satisfied,Loyal Customer,55,Business travel,Business,1028,3,3,3,2,4,3,3,4,3,5,3,3,0,2.0
satisfied,Loyal Customer,59,Business travel,Eco,934,3,3,3,1,1,4,4,5,4,1,4,5,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,1481,1,4,1,4,4,4,3,2,4,5,4,4,0,0.0
dissatisfied,disloyal Customer,10,Business travel,Eco,1672,2,1,3,5,5,5,2,5,4,2,3,5,21,12.0
dissatisfied,Loyal Customer,37,Business travel,Business,1183,3,3,3,2,4,2,2,2,2,3,2,3,0,0.0
satisfied,Loyal Customer,57,Personal Travel,Eco,323,3,3,3,2,4,5,5,5,5,4,5,5,41,34.0
dissatisfied,Loyal Customer,25,Personal Travel,Eco,1477,5,3,3,4,4,4,3,2,5,3,5,4,0,0.0
dissatisfied,Loyal Customer,47,Business travel,Business,1233,5,5,5,1,2,3,3,3,3,1,3,1,10,0.0
satisfied,Loyal Customer,37,Personal Travel,Eco,1655,2,5,4,3,3,3,3,1,4,4,4,3,0,0.0
satisfied,Loyal Customer,47,Business travel,Business,3735,5,0,4,3,4,3,3,3,3,4,3,4,6,5.0
satisfied,Loyal Customer,42,Business travel,Business,2450,3,3,3,3,4,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,3482,4,4,4,5,5,4,4,4,4,5,4,3,0,0.0
satisfied,Loyal Customer,49,Business travel,Eco,202,1,1,1,4,2,3,3,4,3,2,3,2,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,473,3,3,3,4,5,4,4,4,4,5,4,5,0,7.0
dissatisfied,disloyal Customer,9,Business travel,Eco,2155,1,1,4,3,3,3,4,4,5,4,4,3,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,1440,2,2,2,3,5,4,4,4,4,5,4,4,25,26.0
satisfied,Loyal Customer,34,Business travel,Business,278,5,5,5,4,4,4,4,4,4,4,4,4,0,5.0
dissatisfied,Loyal Customer,58,Personal Travel,Eco,3819,1,2,2,2,4,4,3,2,2,4,4,4,0,7.0
dissatisfied,Loyal Customer,38,Business travel,Eco,2613,3,3,3,2,2,2,2,4,3,2,4,2,88,108.0
dissatisfied,Loyal Customer,59,Business travel,Business,1796,5,5,5,3,3,2,2,2,4,2,2,4,0,0.0
dissatisfied,disloyal Customer,45,Business travel,Eco,1701,5,3,5,3,3,3,1,4,1,1,1,3,0,0.0
dissatisfied,Loyal Customer,44,Business travel,Business,1791,2,2,2,4,4,2,2,2,4,2,2,1,0,0.0
dissatisfied,disloyal Customer,26,Business travel,Eco,2902,4,4,4,1,1,1,2,1,4,1,3,1,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2044,2,2,2,3,5,4,4,4,4,4,4,5,29,44.0
dissatisfied,disloyal Customer,22,Business travel,Eco,2977,3,3,1,4,4,4,4,4,4,5,5,4,0,0.0
dissatisfied,Loyal Customer,63,Personal Travel,Eco,1647,2,1,4,1,1,1,4,2,4,3,3,1,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,3606,4,4,4,3,5,4,4,4,4,5,4,5,5,10.0
dissatisfied,Loyal Customer,33,Business travel,Eco,1133,5,5,5,3,3,3,2,2,3,1,2,3,3,1.0
dissatisfied,Loyal Customer,48,Business travel,Eco,2457,5,5,5,3,3,3,2,2,3,2,3,3,0,3.0
dissatisfied,Loyal Customer,58,Business travel,Business,3739,1,1,1,2,2,2,2,3,2,2,2,3,52,41.0
dissatisfied,Loyal Customer,48,Business travel,Eco,1378,3,3,3,2,2,2,1,2,3,4,3,2,0,0.0
dissatisfied,disloyal Customer,25,Business travel,Business,1628,4,2,1,1,1,1,4,5,5,4,4,1,0,0.0
dissatisfied,Loyal Customer,40,Personal Travel,Business,455,4,3,3,5,5,1,1,3,1,5,1,3,0,63.0
dissatisfied,Loyal Customer,36,Business travel,Eco Plus,1231,4,4,4,4,4,4,2,1,3,1,4,4,0,3.0
dissatisfied,disloyal Customer,27,Business travel,Eco Plus,1496,4,4,4,2,2,2,5,5,3,2,5,2,0,0.0
dissatisfied,disloyal Customer,47,Business travel,Business,1924,3,3,2,1,1,1,3,4,4,5,4,1,12,9.0
satisfied,disloyal Customer,30,Business travel,Business,3019,0,0,1,5,4,5,4,4,4,5,4,5,38,35.0
satisfied,Loyal Customer,50,Business travel,Business,1230,1,1,1,3,4,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,33,Business travel,Business,2253,1,1,1,1,5,4,4,4,3,1,4,5,0,0.0
satisfied,Loyal Customer,51,Business travel,Business,3986,1,4,4,4,4,5,5,5,5,3,5,3,1,0.0
dissatisfied,Loyal Customer,25,Business travel,Business,3719,3,3,3,1,1,1,2,5,2,1,3,1,0,0.0
satisfied,Loyal Customer,60,Business travel,Business,1938,5,2,5,3,4,4,4,4,4,3,4,4,0,0.0
satisfied,Loyal Customer,40,Personal Travel,Eco,1309,3,3,3,2,5,3,3,4,3,4,3,4,0,0.0
satisfied,Loyal Customer,14,Personal Travel,Eco,1835,2,2,2,3,2,5,5,5,5,4,5,5,6,2.0
dissatisfied,Loyal Customer,25,Business travel,Eco,1648,4,4,4,3,2,3,4,5,4,3,3,3,110,115.0
satisfied,Loyal Customer,9,Personal Travel,Eco,3600,5,2,2,5,4,5,5,5,5,5,5,4,1,0.0
dissatisfied,Loyal Customer,29,Personal Travel,Eco,2115,5,4,4,4,1,4,3,2,3,4,5,4,12,0.0
satisfied,Loyal Customer,39,Business travel,Business,1818,2,2,2,4,4,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,31,Business travel,Business,2895,4,4,4,4,4,4,5,2,5,5,4,4,0,5.0
satisfied,Loyal Customer,50,Business travel,Business,1651,3,3,3,4,5,4,4,4,4,3,4,4,45,40.0
satisfied,Loyal Customer,34,Business travel,Business,1800,5,5,5,4,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,47,Business travel,Business,2051,1,1,1,5,4,4,4,4,4,5,4,4,0,10.0
dissatisfied,Loyal Customer,48,Business travel,Eco,840,2,2,2,4,3,2,2,2,2,1,2,4,74,68.0
satisfied,Loyal Customer,15,Personal Travel,Eco,2456,3,3,3,4,4,4,2,3,3,2,3,4,0,7.0
dissatisfied,Loyal Customer,14,Personal Travel,Eco,1274,5,4,2,5,5,5,2,5,5,3,3,5,0,0.0
dissatisfied,disloyal Customer,38,Business travel,Eco,1653,2,3,4,4,5,4,2,2,4,1,3,4,12,17.0
dissatisfied,Loyal Customer,18,Personal Travel,Eco,1811,3,1,3,3,1,3,3,3,3,2,2,3,34,32.0
dissatisfied,disloyal Customer,35,Business travel,Eco,2241,3,3,1,2,4,2,1,5,2,4,2,2,0,0.0
satisfied,Loyal Customer,52,Business travel,Eco,1367,2,4,2,4,4,4,2,4,3,3,5,4,27,11.0
dissatisfied,disloyal Customer,55,Business travel,Business,2875,4,4,4,4,4,4,4,4,4,3,4,4,29,31.0
satisfied,Loyal Customer,42,Business travel,Business,3728,5,5,5,4,4,4,4,4,4,5,4,4,0,12.0
satisfied,Loyal Customer,59,Personal Travel,Eco,220,3,3,3,4,2,5,5,5,5,4,5,5,31,51.0
dissatisfied,Loyal Customer,41,Business travel,Business,2178,3,3,3,5,4,3,3,3,3,3,3,4,60,70.0
satisfied,Loyal Customer,46,Business travel,Business,442,5,5,5,5,5,2,2,2,2,5,2,4,55,48.0
satisfied,Loyal Customer,45,Business travel,Eco,202,5,3,5,2,1,5,5,5,5,5,5,5,0,3.0
satisfied,disloyal Customer,39,Business travel,Eco,1280,0,5,3,4,4,4,3,5,4,3,5,4,7,0.0
dissatisfied,Loyal Customer,42,Personal Travel,Business,673,2,3,1,5,1,2,2,3,4,2,2,4,0,0.0
satisfied,Loyal Customer,38,Personal Travel,Eco,1886,1,5,1,3,5,5,5,5,5,5,5,5,67,59.0
satisfied,Loyal Customer,21,Business travel,Business,4363,2,2,2,5,5,5,3,4,4,5,5,5,11,19.0
satisfied,Loyal Customer,17,Personal Travel,Eco,1865,3,3,3,5,5,2,2,2,2,4,2,4,49,47.0
satisfied,Loyal Customer,32,Business travel,Business,1514,4,4,4,5,5,5,4,1,4,4,3,5,0,0.0
dissatisfied,Loyal Customer,54,Personal Travel,Eco,2325,5,2,4,1,1,1,4,3,1,5,1,1,0,2.0
dissatisfied,disloyal Customer,26,Business travel,Eco,2011,3,3,3,5,4,5,4,1,3,1,3,5,0,0.0
satisfied,Loyal Customer,69,Personal Travel,Eco,376,3,3,3,4,5,3,3,3,3,4,3,4,61,49.0
satisfied,Loyal Customer,32,Personal Travel,Eco,1998,4,4,4,3,5,5,5,5,5,5,5,5,33,26.0
satisfied,disloyal Customer,24,Business travel,Eco,1977,3,4,3,4,4,4,5,3,1,1,4,4,0,0.0
dissatisfied,Loyal Customer,53,Business travel,Eco,963,4,4,4,2,4,1,1,1,1,4,1,4,38,30.0
satisfied,Loyal Customer,60,Business travel,Eco,412,2,2,2,2,2,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,49,Personal Travel,Eco,616,5,5,4,5,5,5,5,5,5,3,5,3,9,0.0
dissatisfied,Loyal Customer,31,Business travel,Business,2990,1,1,1,2,2,2,2,1,3,2,2,2,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,2879,3,4,4,5,5,4,4,4,4,3,4,4,0,0.0
dissatisfied,Loyal Customer,39,Business travel,Eco,1514,1,1,1,3,3,3,3,3,4,2,3,3,13,8.0
satisfied,Loyal Customer,56,Business travel,Eco Plus,834,4,4,4,1,5,4,4,4,4,4,4,2,0,0.0
dissatisfied,Loyal Customer,38,Personal Travel,Business,623,4,3,2,5,5,1,1,3,1,3,1,4,0,0.0
dissatisfied,disloyal Customer,21,Business travel,Eco,1526,1,3,2,3,3,3,3,1,2,3,2,3,0,0.0
dissatisfied,disloyal Customer,19,Business travel,Eco,1348,2,2,3,1,1,1,4,5,3,4,3,1,0,0.0
satisfied,Loyal Customer,62,Business travel,Eco,1373,4,4,4,5,5,5,1,1,3,4,3,5,1,5.0
dissatisfied,Loyal Customer,54,Business travel,Business,2691,4,3,4,2,4,2,2,2,2,4,2,4,34,41.0
dissatisfied,Loyal Customer,25,Business travel,Business,1425,4,4,4,3,3,3,2,1,3,1,3,3,0,39.0
dissatisfied,disloyal Customer,20,Business travel,Eco,2359,1,1,5,1,1,1,4,2,4,5,4,1,0,0.0
satisfied,Loyal Customer,48,Personal Travel,Eco,2662,5,0,3,4,4,4,5,4,4,4,3,4,0,0.0
satisfied,Loyal Customer,30,Business travel,Business,1889,3,3,3,5,5,5,4,2,5,4,5,5,108,84.0
satisfied,Loyal Customer,66,Personal Travel,Eco,2450,3,4,3,4,4,4,1,3,2,4,3,4,15,5.0
dissatisfied,disloyal Customer,36,Business travel,Eco,2425,1,1,3,1,4,1,3,4,3,4,3,1,1,0.0
satisfied,Loyal Customer,43,Business travel,Business,1639,4,3,4,3,3,5,5,5,5,4,5,3,10,14.0
satisfied,disloyal Customer,22,Business travel,Eco,1694,0,4,2,2,2,2,3,5,5,3,5,2,0,0.0
dissatisfied,Loyal Customer,64,Personal Travel,Eco,2455,5,1,2,3,3,3,4,2,4,3,5,3,0,9.0
satisfied,Loyal Customer,42,Business travel,Business,267,0,0,5,4,5,1,1,1,1,5,1,4,22,18.0
satisfied,Loyal Customer,14,Personal Travel,Eco,2169,1,4,4,2,2,2,2,5,4,1,3,2,0,0.0
dissatisfied,Loyal Customer,40,Business travel,Business,2450,4,4,4,5,4,3,3,3,3,3,3,3,0,0.0
satisfied,Loyal Customer,18,Personal Travel,Eco,2720,5,4,2,3,3,3,5,3,4,3,5,3,0,3.0
dissatisfied,Loyal Customer,13,Personal Travel,Eco,1593,3,3,3,3,3,3,2,1,2,4,4,3,0,0.0
satisfied,Loyal Customer,30,Business travel,Business,1938,2,2,2,5,5,5,4,1,3,1,1,5,0,0.0
satisfied,Loyal Customer,36,Business travel,Eco,1592,5,5,5,4,4,4,1,3,2,5,2,4,52,70.0
dissatisfied,disloyal Customer,40,Business travel,Eco,1814,0,2,3,1,1,1,2,5,1,4,5,1,0,0.0
dissatisfied,disloyal Customer,38,Business travel,Eco,1504,0,2,5,3,3,3,1,2,5,4,4,3,0,0.0
dissatisfied,Loyal Customer,14,Personal Travel,Eco,2411,1,2,3,3,3,3,4,3,2,2,3,3,1,0.0
satisfied,Loyal Customer,50,Business travel,Eco,88,4,4,4,4,1,5,5,5,5,3,5,5,0,0.0
dissatisfied,Loyal Customer,16,Business travel,Business,1697,5,5,5,1,1,1,2,1,4,2,4,1,0,0.0
dissatisfied,Loyal Customer,7,Personal Travel,Eco,1751,5,3,1,1,1,1,3,3,5,4,5,1,4,0.0
